Tweet ID,User,Content,Posted At (EST),Posted Date,Posted Time,Imported At (EST),Imported Date,Imported Time
2047877668922593700,elonmusk,"RT @davidsenra: SpaceX's shocking competence:

""Somebody I know once worked for 
@SpaceX and they were asked what it was like, and he said,…",4/24/2026, 11:17:38 PM,4/24/2026,11:17:38 PM,4/24/2026, 11:20:24 PM,4/24/2026,11:20:24 PM
2047877294476116184,elonmusk,"Incredible return on investment! 💰💰💰 https://t.co/A14a7pNBMn",4/24/2026, 11:16:09 PM,4/24/2026,11:16:09 PM,4/24/2026, 11:20:24 PM,4/24/2026,11:20:24 PM
2047876733991260511,elonmusk,"RT @nikitabier: Still got it https://t.co/nVeJBD4nOW",4/24/2026, 11:13:55 PM,4/24/2026,11:13:55 PM,4/24/2026, 11:15:21 PM,4/24/2026,11:15:21 PM
2047876662356844756,elonmusk,"RT @benjitaylor: Straight to #1",4/24/2026, 11:13:38 PM,4/24/2026,11:13:38 PM,4/24/2026, 11:15:21 PM,4/24/2026,11:15:21 PM
2047838913646248162,elonmusk,"RT @TheBabylonBee: SPLC Says Funding KKK Only 3% Of What They Do https://t.co/KlBsu7YhgM https://t.co/igtNncFG3C",4/24/2026, 8:43:38 PM,4/24/2026,8:43:38 PM,4/24/2026, 8:45:24 PM,4/24/2026,8:45:24 PM
2047837348323553342,elonmusk,"RT @sapinker: We should oppose the Trump administration's abuse of the law to intimidate and cripple private advocacy organizations they do…",4/24/2026, 8:37:25 PM,4/24/2026,8:37:25 PM,4/24/2026, 8:40:24 PM,4/24/2026,8:40:24 PM
2047832955880685851,elonmusk,"The reality is that stoking hate was incredibly lucrative for the SPLC. 

That’s why they did it. Incentives explain outcomes. https://t.co/TjF1Ml1iRd",4/24/2026, 8:19:58 PM,4/24/2026,8:19:58 PM,4/24/2026, 8:20:26 PM,4/24/2026,8:20:26 PM
2047830790114033779,elonmusk,"🎯😂 https://t.co/pQSi8p8z02",4/24/2026, 8:11:21 PM,4/24/2026,8:11:21 PM,4/24/2026, 8:15:25 PM,4/24/2026,8:15:25 PM
2047824840426652061,elonmusk,"RT @AIDRIVR: I just ran Summon from my passenger seat for over an hour in a busy Costco parking lot

not a single person noticed. 

that’s…",4/24/2026, 7:47:43 PM,4/24/2026,7:47:43 PM,4/24/2026, 7:50:23 PM,4/24/2026,7:50:23 PM
2047824744112947574,elonmusk,"RT @TheRabbitHole: @elonmusk The NAACP was simultaneously fighting:
- For Affirmative Action 
- To eliminate racism

An institution too stu…",4/24/2026, 7:47:20 PM,4/24/2026,7:47:20 PM,4/24/2026, 7:50:23 PM,4/24/2026,7:50:23 PM
2047824192293499044,elonmusk,"Telepathic control of robot arms https://t.co/oX21dgBA1z",4/24/2026, 7:45:08 PM,4/24/2026,7:45:08 PM,4/24/2026, 7:45:23 PM,4/24/2026,7:45:23 PM
